set,day_no,day_title,sort_order,headword,word_type,meaning_ko,meanings
advanced,2,,26,contact,,,
advanced,2,,27,profession,,,
advanced,2,,28,detail,,,
advanced,2,,29,approach,,,
advanced,2,,30,career,,,
advanced,2,,31,package,,,
advanced,2,,32,disappear,,,
advanced,2,,33,novel,,,
advanced,2,,34,secure,,,
advanced,2,,35,function,,,
advanced,2,,36,despite,,,
advanced,2,,37,background,,,
advanced,2,,38,solution,,,
advanced,2,,39,generate,,,
advanced,2,,40,eventually,,,
advanced,3,,1,decrease,,,
advanced,3,,2,recycle,,,
advanced,3,,3,desire,,,
advanced,3,,4,balance,,,
advanced,3,,5,negative,,,
advanced,3,,6,follow,,,
advanced,3,,7,account,,,
advanced,3,,8,publish,,,
advanced,3,,9,occasion,,,
advanced,3,,10,replace,,,
advanced,3,,11,constant,,,
advanced,3,,12,expert,,,
advanced,3,,13,term,,,
advanced,3,,14,relieve,,,
advanced,3,,15,describe,,,
advanced,3,,16,congratulate,,,
advanced,3,,17,due,,,
advanced,3,,18,equipment,,,
advanced,3,,19,biology,,,
advanced,3,,20,imagine,,,
advanced,3,,21,compose,,,
advanced,3,,22,genius,,,
advanced,3,,23,reflect,,,
advanced,3,,24,cause,,,
advanced,3,,25,frequent,,,
advanced,3,,26,factor,,,
advanced,3,,27,extreme,,,
advanced,3,,28,tend,,,
advanced,3,,29,politics,,,
advanced,3,,30,insist,,,
advanced,3,,31,extend,,,
advanced,3,,32,lonely,,,
advanced,3,,33,habitat,,,
advanced,3,,34,mental,,,
advanced,3,,35,steady,,,
advanced,3,,36,exchange,,,
advanced,3,,37,active,,,
advanced,3,,38,species,,,
advanced,3,,39,athletic,,,
advanced,3,,40,dental,,,
advanced,4,,1,delight,,,
advanced,4,,2,confident,,,
advanced,4,,3,gradually,,,
advanced,4,,4,shadow,,,
advanced,4,,5,access,,,
advanced,4,,6,announce,,,
advanced,4,,7,allow,,,
advanced,4,,8,firm,,,
advanced,4,,9,vary,,,
advanced,4,,10,injure,,,
advanced,4,,11,permit,,,
advanced,4,,12,response,,,
advanced,4,,13,increase,,,
advanced,4,,14,electricity,,,
advanced,4,,15,disabled,,,
advanced,4,,16,lack,,,
advanced,4,,17,possibility,,,
advanced,4,,18,concentrate,,,
advanced,4,,19,emphasize,,,
advanced,4,,20,astronomy,,,
advanced,4,,21,flood,,,
advanced,4,,22,fuel,,,
advanced,4,,23,manufacture,,,
advanced,4,,24,movement,,,
advanced,4,,25,capable,,,
advanced,4,,26,combine,,,
advanced,4,,27,gene,,,
advanced,4,,28,threat,,,
advanced,4,,29,victim,,,
advanced,4,,30,pressure,,,
advanced,4,,31,accompany,,,
advanced,4,,32,frustrate,,,
advanced,4,,33,construct,,,
advanced,4,,34,launch,,,
advanced,4,,35,commerce,,,
advanced,4,,36,entertain,,,
advanced,4,,37,predict,,,
advanced,4,,38,apologize,,,
advanced,4,,39,sight,,,
advanced,4,,40,quantity,,,
advanced,5,,1,conclude,,,
advanced,5,,2,donate,,,
advanced,5,,3,personality,,,
advanced,5,,4,struggle,,,
advanced,5,,5,advantage,,,
advanced,5,,6,variety,,,
advanced,5,,7,enable,,,
advanced,5,,8,instruction,,,
advanced,5,,9,assume,,,
advanced,5,,10,attempt,,,
advanced,5,,11,incredible,,,
advanced,5,,12,feature,,,
advanced,5,,13,confuse,,,
advanced,5,,14,electronic,,,
advanced,5,,15,absorb,,,
advanced,5,,16,indicate,,,
advanced,5,,17,analyze,,,
advanced,5,,18,stock,,,
advanced,5,,19,resident,,,
advanced,5,,20,labor,,,
advanced,5,,21,remark,,,
advanced,5,,22,moral,,,
advanced,5,,23,embarrassed,,,
advanced,5,,24,claim,,,
advanced,5,,25,reasonable,,,
advanced,5,,26,interrupt,,,
advanced,5,,27,limit,,,
advanced,5,,28,creature,,,
advanced,5,,29,heal,,,
advanced,5,,30,establish,,,
advanced,5,,31,revolution,,,
advanced,5,,32,criticize,,,
advanced,5,,33,convince,,,
advanced,5,,34,efficient,,,
advanced,5,,35,stranger,,,
advanced,5,,36,tide,,,
advanced,5,,37,obtain,,,
advanced,5,,38,assist,,,
advanced,5,,39,disaster,,,
advanced,5,,40,terrific,,,
advanced,6,,1,specific,,,
advanced,6,,2,react,,,
advanced,6,,3,independent,,,
advanced,6,,4,theory,,,
advanced,6,,5,qualify,,,
advanced,6,,6,consider,,,
advanced,6,,7,recall,,,
advanced,6,,8,risk,,,
advanced,6,,9,treatment,,,
advanced,6,,10,engage,,,
advanced,6,,11,motivate,,,
advanced,6,,12,clue,,,
advanced,6,,13,resource,,,
advanced,6,,14,probable,,,
advanced,6,,15,depress,,,
advanced,6,,16,fascinate,,,
advanced,6,,17,violent,,,
advanced,6,,18,alarm,,,
advanced,6,,19,edge,,,
advanced,6,,20,deserve,,,
advanced,6,,21,route,,,
advanced,6,,22,psychology,,,
advanced,6,,23,passion,,,
advanced,6,,24,import,,,
advanced,6,,25,purchase,,,
advanced,6,,26,conscience,,,
advanced,6,,27,pose,,,
advanced,6,,28,length,,,
advanced,6,,29,severe,,,
advanced,6,,30,decade,,,
advanced,6,,31,occupy,,,
advanced,6,,32,acquire,,,
advanced,6,,33,interact,,,
advanced,6,,34,brief,,,
advanced,6,,35,observe,,,
advanced,6,,36,poetry,,,
advanced,6,,37,salary,,,
advanced,6,,38,grain,,,
advanced,6,,39,skip,,,
advanced,6,,40,meaningful,,,
advanced,7,,1,survival,,,
advanced,7,,2,comment,,,
advanced,7,,3,leap,,,
advanced,7,,4,plain,,,
advanced,7,,5,typical,,,
advanced,7,,6,mere,,,
advanced,7,,7,mechanic,,,
advanced,7,,8,mood,,,
advanced,7,,9,approve,,,
advanced,7,,10,rural,,,
advanced,7,,11,finance,,,
advanced,7,,12,seek,,,
advanced,7,,13,operation,,,
advanced,7,,14,crime,,,
advanced,7,,15,awful,,,
advanced,7,,16,series,,,
advanced,7,,17,exhausted,,,
advanced,7,,18,absolute,,,
advanced,7,,19,surround,,,
advanced,7,,20,display,,,
advanced,7,,21,policy,,,
advanced,7,,22,mass,,,
advanced,7,,23,committee,,,
advanced,7,,24,accurate,,,
advanced,7,,25,arrange,,,
advanced,7,,26,facility,,,
advanced,7,,27,consult,,,
advanced,7,,28,refer,,,
advanced,7,,29,attach,,,
advanced,7,,30,recover,,,
advanced,7,,31,reward,,,
advanced,7,,32,enormous,,,
advanced,7,,33,domestic,,,
advanced,7,,34,wealth,,,
advanced,7,,35,elementary,,,
advanced,7,,36,gap,,,
advanced,7,,37,except,,,
advanced,7,,38,journey,,,
advanced,7,,39,survey,,,
advanced,7,,40,downtown,,,
advanced,8,,1,previous,,,
advanced,8,,2,produce,,,
advanced,8,,3,remain,,,
advanced,8,,4,entitle,,,
advanced,8,,5,slight,,,
advanced,8,,6,include,,,
advanced,8,,7,delay,,,
advanced,8,,8,file,,,
advanced,8,,9,ethic,,,
advanced,8,,10,instant,,,
advanced,8,,11,reveal,,,
advanced,8,,12,suppose,,,
advanced,8,,13,leisure,,,
advanced,8,,14,urban,,,
advanced,8,,15,witness,,,
advanced,8,,16,admit,,,
advanced,8,,17,muscle,,,
advanced,8,,18,device,,,
advanced,8,,19,borrow,,,
advanced,8,,20,owe,,,
advanced,8,,21,intend,,,
advanced,8,,22,aspect,,,
advanced,8,,23,potential,,,
advanced,8,,24,award,,,
advanced,8,,25,preserve,,,
advanced,8,,26,spot,,,
advanced,8,,27,underground,,,
advanced,8,,28,consequence,,,
advanced,8,,29,target,,,
advanced,8,,30,spark,,,
advanced,8,,31,accomplish,,,
advanced,8,,32,adopt,,,
advanced,8,,33,unique,,,
advanced,8,,34,slip,,,
advanced,8,,35,civilization,,,
advanced,8,,36,row,,,
advanced,8,,37,horizon,,,
advanced,8,,38,atmosphere,,,
advanced,8,,39,label,,,
advanced,8,,40,decorate,,,
advanced,9,,1,identify,,,
advanced,9,,2,standard,,,
advanced,9,,3,scale,,,
advanced,9,,4,evident,,,
advanced,9,,5,seldom,,,
advanced,9,,6,secretary,,,
advanced,9,,7,basis,,,
advanced,9,,8,automatic,,,
advanced,9,,9,region,,,
advanced,9,,10,empower,,,
advanced,9,,11,addict,,,
advanced,9,,12,disappoint,,,
advanced,9,,13,artificial,,,
advanced,9,,14,possess,,,
advanced,9,,15,rid,,,
advanced,9,,16,realistic,,,
advanced,9,,17,encounter,,,
advanced,9,,18,differ,,,
advanced,9,,19,principle,,,
advanced,9,,20,memorize,,,
advanced,9,,21,physics,,,
advanced,9,,22,evaluate,,,
advanced,9,,23,tremendous,,,
advanced,9,,24,application,,,
advanced,9,,25,vote,,,
advanced,9,,26,spread,,,
advanced,9,,27,impact,,,
advanced,9,,28,cooperate,,,
advanced,9,,29,emit,,,
advanced,9,,30,request,,,
advanced,9,,31,guarantee,,,
advanced,9,,32,resist,,,
advanced,9,,33,fulfill,,,
advanced,9,,34,stink,,,
advanced,9,,35,grant,,,
advanced,9,,36,rely,,,
advanced,9,,37,permanent,,,
advanced,9,,38,emergency,,,
advanced,9,,39,substance,,,
advanced,9,,40,theme,,,
advanced,10,,1,hesitate,,,
advanced,10,,2,location,,,
advanced,10,,3,restrict,,,
advanced,10,,4,organism,,,
advanced,10,,5,interpret,,,
advanced,10,,6,offer,,,
advanced,10,,7,distribute,,,
advanced,10,,8,rainforest,,,
advanced,10,,9,circumstance,,,
advanced,10,,10,resolve,,,
advanced,10,,11,suitable,,,
advanced,10,,12,curve,,,
advanced,10,,13,annoy,,,
advanced,10,,14,frighten,,,
advanced,10,,15,estimate,,,
advanced,10,,16,refuse,,,
advanced,10,,17,adventure,,,
advanced,10,,18,entrance,,,
advanced,10,,19,persuade,,,
advanced,10,,20,perceive,,,
advanced,10,,21,recite,,,
advanced,10,,22,rub,,,
advanced,10,,23,cabin,,,
advanced,10,,24,gear,,,
advanced,10,,25,ray,,,
advanced,10,,26,release,,,
advanced,10,,27,rank,,,
advanced,10,,28,symphony,,,
advanced,10,,29,envy,,,
advanced,10,,30,corporate,,,
advanced,10,,31,alternative,,,
advanced,10,,32,retire,,,
advanced,10,,33,appeal,,,
advanced,10,,34,identical,,,
advanced,10,,35,investment,,,
advanced,10,,36,autograph,,,
advanced,10,,37,slave,,,
advanced,10,,38,harm,,,
advanced,10,,39,authority,,,
advanced,10,,40,innocence,,,
advanced,11,,1,receive,,,
advanced,11,,2,infant,,,
advanced,11,,3,calculate,,,
advanced,11,,4,charity,,,
advanced,11,,5,accept,,,
advanced,11,,6,depend,,,
advanced,11,,7,whereas,,,
advanced,11,,8,broad,,,
advanced,11,,9,treat,,,
advanced,11,,10,ignorant,,,
advanced,11,,11,pure,,,
advanced,11,,12,extinct,,,
advanced,11,,13,household,,,
advanced,11,,14,refund,,,
advanced,11,,15,continue,,,
advanced,11,,16,institute,,,
advanced,11,,17,lately,,,
advanced,11,,18,ashamed,,,
advanced,11,,19,dense,,,
advanced,11,,20,rescue,,,
advanced,11,,21,destination,,,
advanced,11,,22,expand,,,
advanced,11,,23,compete,,,
advanced,11,,24,evolution,,,
advanced,11,,25,hire,,,
advanced,11,,26,genuine,,,
advanced,11,,27,status,,,
advanced,11,,28,military,,,
advanced,11,,29,logic,,,
advanced,11,,30,gravity,,,
advanced,11,,31,isolate,,,
advanced,11,,32,commit,,,
advanced,11,,33,sum,,,
advanced,11,,34,conserve,,,
advanced,11,,35,concept,,,
advanced,11,,36,swing,,,
advanced,11,,37,sensible,,,
advanced,11,,38,marriage,,,
advanced,11,,39,reproduce,,,
advanced,11,,40,tone,,,
advanced,12,,1,cancel,,,
advanced,12,,2,return,,,
advanced,12,,3,invitation,,,
advanced,12,,4,precise,,,
advanced,12,,5,formal,,,
advanced,12,,6,apparent,,,
advanced,12,,7,departure,,,
advanced,12,,8,visual,,,
advanced,12,,9,current,,,
advanced,12,,10,agriculture,,,
advanced,12,,11,leak,,,
advanced,12,,12,portion,,,
advanced,12,,13,trend,,,
advanced,12,,14,particle,,,
advanced,12,,15,rite,,,
advanced,12,,16,distinct,,,
advanced,12,,17,component,,,
advanced,12,,18,poverty,,,
advanced,12,,19,sculpture,,,
advanced,12,,20,descend,,,
advanced,12,,21,universal,,,
advanced,12,,22,surface,,,
advanced,12,,23,eager,,,
advanced,12,,24,legal,,,
advanced,12,,25,annual,,,
advanced,12,,26,trap,,,
advanced,12,,27,demonstrate,,,
advanced,12,,28,companion,,,
advanced,12,,29,democracy,,,
advanced,12,,30,mature,,,
advanced,12,,31,brilliant,,,
advanced,12,,32,faith,,,
advanced,12,,33,aim,,,
advanced,12,,34,spare,,,
advanced,12,,35,transfer,,,
advanced,12,,36,oppose,,,
advanced,12,,37,desperate,,,
advanced,12,,38,remote,,,
advanced,12,,39,offend,,,
advanced,12,,40,awake,,,
advanced,13,,1,option,,,
advanced,13,,2,insight,,,
advanced,13,,3,achieve,,,
advanced,13,,4,civil,,,
advanced,13,,5,pause,,,
advanced,13,,6,prove,,,
advanced,13,,7,lecture,,,
advanced,13,,8,minor,,,
advanced,13,,9,duty,,,
advanced,13,,10,vigor,,,
advanced,13,,11,organize,,,
advanced,13,,12,chief,,,
advanced,13,,13,complicated,,,
advanced,13,,14,digest,,,
advanced,13,,15,shortage,,,
advanced,13,,16,laboratory,,,
advanced,13,,17,stream,,,
advanced,13,,18,forbid,,,
advanced,13,,19,laundry,,,
advanced,13,,20,transform,,,
advanced,13,,21,discipline,,,
advanced,13,,22,generous,,,
advanced,13,,23,ultimate,,,
advanced,13,,24,thrive,,,
advanced,13,,25,fiction,,,
advanced,13,,26,bet,,,
advanced,13,,27,royal,,,
advanced,13,,28,ruin,,,
advanced,13,,29,worship,,,
advanced,13,,30,evil,,,
advanced,13,,31,scarce,,,
advanced,13,,32,afterward,,,
advanced,13,,33,client,,,
advanced,13,,34,insure,,,
advanced,13,,35,fancy,,,
advanced,13,,36,surgery,,,
advanced,13,,37,assign,,,
advanced,13,,38,regulate,,,
advanced,13,,39,mindset,,,
advanced,13,,40,utility,,,
advanced,14,,1,necessity,,,
advanced,14,,2,yield,,,
advanced,14,,3,decline,,,
advanced,14,,4,apply,,,
advanced,14,,5,aside,,,
advanced,14,,6,contemporary,,,
advanced,14,,7,bless,,,
advanced,14,,8,explain,,,
advanced,14,,9,prior,,,
advanced,14,,10,tolerate,,,
advanced,14,,11,measure,,,
advanced,14,,12,abstract,,,
advanced,14,,13,cottage,,,
advanced,14,,14,correct,,,
advanced,14,,15,confirm,,,
advanced,14,,16,imitate,,,
advanced,14,,17,prey,,,
advanced,14,,18,defeat,,,
advanced,14,,19,illustrate,,,
advanced,14,,20,fuse,,,
advanced,14,,21,pupil,,,
advanced,14,,22,intellect,,,
advanced,14,,23,spice,,,
advanced,14,,24,tempt,,,
advanced,14,,25,inspire,,,
advanced,14,,26,dine,,,
advanced,14,,27,literally,,,
advanced,14,,28,appropriate,,,
advanced,14,,29,resort,,,
advanced,14,,30,grab,,,
advanced,14,,31,propose,,,
advanced,14,,32,wreck,,,
advanced,14,,33,document,,,
advanced,14,,34,suspect,,,
advanced,14,,35,alien,,,
advanced,14,,36,prohibit,,,
advanced,14,,37,install,,,
advanced,14,,38,triumph,,,
advanced,14,,39,scholarship,,,
advanced,14,,40,execute,,,
advanced,15,,1,ensure,,,
advanced,15,,2,receipt,,,
advanced,15,,3,defect,,,
advanced,15,,4,trait,,,
advanced,15,,5,modest,,,
advanced,15,,6,virtual,,,
advanced,15,,7,compare,,,
advanced,15,,8,address,,,
advanced,15,,9,inner,,,
advanced,15,,10,contrary,,,
advanced,15,,11,split,,,
advanced,15,,12,supervise,,,
advanced,15,,13,inhabit,,,
advanced,15,,14,appear,,,
advanced,15,,15,commute,,,
advanced,15,,16,earthquake,,,
advanced,15,,17,enroll,,,
advanced,15,,18,debate,,,
advanced,15,,19,abandon,,,
advanced,15,,20,conquer,,,
advanced,15,,21,nevertheless,,,
advanced,15,,22,seal,,,
advanced,15,,23,greed,,,
advanced,15,,24,contract,,,
advanced,15,,25,nutrition,,,
advanced,15,,26,retail,,,
advanced,15,,27,prejudice,,,
advanced,15,,28,register,,,
advanced,15,,29,agency,,,
advanced,15,,30,nurture,,,
advanced,15,,31,priest,,,
advanced,15,,32,elegant,,,
advanced,15,,33,impose,,,
advanced,15,,34,arise,,,
advanced,15,,35,attack,,,
advanced,15,,36,masterpiece,,,
advanced,15,,37,harsh,,,
advanced,15,,38,drought,,,
advanced,15,,39,criteria,,,
advanced,15,,40,extraordinary,,,
advanced,16,,1,general,,,
advanced,16,,2,spill,,,
advanced,16,,3,usual,,,
advanced,16,,4,routine,,,
advanced,16,,5,eliminate,,,
advanced,16,,6,deny,,,
advanced,16,,7,scream,,,
advanced,16,,8,sensitive,,,
advanced,16,,9,swallow,,,
advanced,16,,10,glare,,,
advanced,16,,11,tragic,,,
advanced,16,,12,deprive,,,
advanced,16,,13,conscious,,,
advanced,16,,14,interfere,,,
advanced,16,,15,temporary,,,
advanced,16,,16,council,,,
advanced,16,,17,adolescent,,,
advanced,16,,18,associate,,,
advanced,16,,19,arctic,,,
advanced,16,,20,capture,,,
advanced,16,,21,dilute,,,
advanced,16,,22,figure,,,
advanced,16,,23,dim,,,
advanced,16,,24,neighbor,,,
advanced,16,,25,crew,,,
advanced,16,,26,barrier,,,
advanced,16,,27,tradition,,,
advanced,16,,28,pedestrian,,,
advanced,16,,29,glance,,,
advanced,16,,30,irritate,,,
advanced,16,,31,cruel,,,
advanced,16,,32,fold,,,
advanced,16,,33,trial,,,
advanced,16,,34,tribe,,,
advanced,16,,35,profound,,,
advanced,16,,36,distinguish,,,
advanced,16,,37,errand,,,
advanced,16,,38,welfare,,,
advanced,16,,39,statement,,,
advanced,16,,40,prevail,,,
advanced,17,,1,widespread,,,
advanced,17,,2,result,,,
advanced,17,,3,fade,,,
advanced,17,,4,progress,,,
advanced,17,,5,weapon,,,
advanced,17,,6,drastic,,,
advanced,17,,7,reinforcement,,,
advanced,17,,8,wonder,,,
advanced,17,,9,pile,,,
advanced,17,,10,protect,,,
advanced,17,,11,infection,,,
advanced,17,,12,stiffen,,,
advanced,17,,13,endanger,,,
advanced,17,,14,adjust,,,
advanced,17,,15,peer,,,
advanced,17,,16,renew,,,
advanced,17,,17,germ,,,
advanced,17,,18,atom,,,
advanced,17,,19,realize,,,
advanced,17,,20,enrich,,,
advanced,17,,21,noble,,,
advanced,17,,22,repair,,,
advanced,17,,23,candidate,,,
advanced,17,,24,ideal,,,
advanced,17,,25,crop,,,
advanced,17,,26,ethnic,,,
advanced,17,,27,foretell,,,
advanced,17,,28,wholesale,,,
advanced,17,,29,debt,,,
advanced,17,,30,representative,,,
advanced,17,,31,shift,,,
advanced,17,,32,fame,,,
advanced,17,,33,strict,,,
advanced,17,,34,appliance,,,
advanced,17,,35,furthermore,,,
advanced,17,,36,command,,,
advanced,17,,37,ecosystem,,,
advanced,17,,38,excess,,,
advanced,17,,39,oral,,,
advanced,17,,40,drift,,,
advanced,18,,1,solar,,,
advanced,18,,2,outstanding,,,
advanced,18,,3,mislead,,,
advanced,18,,4,dedicate,,,
advanced,18,,5,crush,,,
advanced,18,,6,sink,,,
advanced,18,,7,entire,,,
advanced,18,,8,confront,,,
advanced,18,,9,beard,,,
advanced,18,,10,haste,,,
advanced,18,,11,initial,,,
advanced,18,,12,destiny,,,
advanced,18,,13,hardship,,,
advanced,18,,14,escape,,,
advanced,18,,15,valid,,,
advanced,18,,16,dispose,,,
advanced,18,,17,exist,,,
advanced,18,,18,optimal,,,
advanced,18,,19,hydrogen,,,
advanced,18,,20,perspective,,,
advanced,18,,21,thread,,,
advanced,18,,22,dynasty,,,
advanced,18,,23,scatter,,,
advanced,18,,24,gamble,,,
advanced,18,,25,temper,,,
advanced,18,,26,undoubtedly,,,
advanced,18,,27,raft,,,
advanced,18,,28,minimal,,,
advanced,18,,29,soak,,,
advanced,18,,30,craft,,,
advanced,18,,31,cease,,,
advanced,18,,32,review,,,
advanced,18,,33,ceiling,,,
advanced,18,,34,unify,,,
advanced,18,,35,combat,,,
advanced,18,,36,bump,,,
advanced,18,,37,primary,,,
advanced,18,,38,genre,,,
advanced,18,,39,erase,,,
advanced,18,,40,doom,,,
advanced,19,,1,vital,,,
advanced,19,,2,incident,,,
advanced,19,,3,session,,,
advanced,19,,4,obvious,,,
advanced,19,,5,moderate,,,
advanced,19,,6,budget,,,
advanced,19,,7,graze,,,
advanced,19,,8,fragile,,,
advanced,19,,9,myth,,,
advanced,19,,10,ingredient,,,
advanced,19,,11,indifferent,,,
advanced,19,,12,strain,,,
advanced,19,,13,nutrient,,,
advanced,19,,14,dismiss,,,
advanced,19,,15,geometry,,,
advanced,19,,16,glacier,,,
advanced,19,,17,urge,,,
advanced,19,,18,celebrity,,,
advanced,19,,19,antique,,,
advanced,19,,20,profit,,,
advanced,19,,21,sphere,,,
advanced,19,,22,inherit,,,
advanced,19,,23,editorial,,,
advanced,19,,24,crawl,,,
advanced,19,,25,scratch,,,
advanced,19,,26,diabetes,,,
advanced,19,,27,congestion,,,
advanced,19,,28,constitute,,,
advanced,19,,29,flow,,,
advanced,19,,30,investigate,,,
advanced,19,,31,barter,,,
advanced,19,,32,circular,,,
advanced,19,,33,chilly,,,
advanced,19,,34,ancestor,,,
advanced,19,,35,fierce,,,
advanced,19,,36,vague,,,
advanced,19,,37,rough,,,
advanced,19,,38,content,,,
advanced,19,,39,obstacle,,,
advanced,19,,40,disgrace,,,
advanced,20,,1,abolish,,,
advanced,20,,2,assure,,,
advanced,20,,3,form,,,
advanced,20,,4,gender,,,
advanced,20,,5,innovation,,,
advanced,20,,6,opponent,,,
advanced,20,,7,present,,,
advanced,20,,8,fertile,,,
advanced,20,,9,emperor,,,
advanced,20,,10,dwell,,,
advanced,20,,11,chore,,,
advanced,20,,12,grateful,,,
advanced,20,,13,fossil,,,
advanced,20,,14,glitter,,,
advanced,20,,15,miserable,,,
advanced,20,,16,portray,,,
advanced,20,,17,protein,,,
advanced,20,,18,backward,,,
advanced,20,,19,translate,,,
advanced,20,,20,refresh,,,
advanced,20,,21,tissue,,,
advanced,20,,22,lord,,,
advanced,20,,23,remove,,,
advanced,20,,24,scan,,,
advanced,20,,25,pottery,,,
advanced,20,,26,layer,,,
advanced,20,,27,property,,,
advanced,20,,28,justify,,,
advanced,20,,29,polish,,,
advanced,20,,30,flavor,,,
advanced,20,,31,ceremony,,,
advanced,20,,32,relate,,,
advanced,20,,33,strive,,,
advanced,20,,34,radiant,,,
advanced,20,,35,exclaim,,,
advanced,20,,36,asset,,,
advanced,20,,37,decay,,,
advanced,20,,38,administer,,,
advanced,20,,39,wage,,,
advanced,20,,40,subscribe,,,
advanced,21,,1,merit,,,
advanced,21,,2,dwindle,,,
advanced,21,,3,conference,,,
advanced,21,,4,accuse,,,
advanced,21,,5,enhance,,,
advanced,21,,6,intimate,,,
advanced,21,,7,reception,,,
advanced,21,,8,overwhelm,,,
advanced,21,,9,coincidence,,,
advanced,21,,10,majesty,,,
advanced,21,,11,shrug,,,
advanced,21,,12,vicious,,,
advanced,21,,13,cherish,,,
advanced,21,,14,eternal,,,
advanced,21,,15,shrink,,,
advanced,21,,16,colleague,,,
advanced,21,,17,transmit,,,
advanced,21,,18,discard,,,
advanced,21,,19,copper,,,
advanced,21,,20,orbit,,,
advanced,21,,21,famine,,,
advanced,21,,22,pill,,,
advanced,21,,23,immune,,,
advanced,21,,24,raw,,,
advanced,21,,25,superior,,,
advanced,21,,26,string,,,
advanced,21,,27,cope,,,
advanced,21,,28,loan,,,
advanced,21,,29,obedient,,,
advanced,21,,30,procedure,,,
advanced,21,,31,bond,,,
advanced,21,,32,angle,,,
advanced,21,,33,subtle,,,
advanced,21,,34,depict,,,
advanced,21,,35,radical,,,
advanced,21,,36,caution,,,
advanced,21,,37,persist,,,
advanced,21,,38,reverse,,,
advanced,21,,39,stuff,,,
advanced,21,,40,therapy,,,
advanced,22,,1,skeleton,,,
advanced,22,,2,strategy,,,
advanced,22,,3,attract,,,
advanced,22,,4,hence,,,
advanced,22,,5,architecture,,,
advanced,22,,6,handle,,,
advanced,22,,7,wilderness,,,
advanced,22,,8,category,,,
advanced,22,,9,funeral,,,
advanced,22,,10,prefer,,,
advanced,22,,11,outcome,,,
advanced,22,,12,humiliation,,,
advanced,22,,13,ban,,,
advanced,22,,14,flush,,,
advanced,22,,15,omit,,,
advanced,22,,16,despair,,,
advanced,22,,17,alert,,,
advanced,22,,18,compact,,,
advanced,22,,19,likewise,,,
advanced,22,,20,astonish,,,
advanced,22,,21,panic,,,
advanced,22,,22,optimistic,,,
advanced,22,,23,murder,,,
advanced,22,,24,fundamental,,,
advanced,22,,25,loyal,,,
advanced,22,,26,humid,,,
advanced,22,,27,pretend,,,
advanced,22,,28,graduate,,,
advanced,22,,29,delicate,,,
advanced,22,,30,inflate,,,
advanced,22,,31,adequate,,,
advanced,22,,32,physician,,,
advanced,22,,33,joint,,,
advanced,22,,34,via,,,
advanced,22,,35,passage,,,
advanced,22,,36,vessel,,,
advanced,22,,37,restore,,,
advanced,22,,38,passive,,,
advanced,22,,39,marble,,,
advanced,22,,40,classify,,,
advanced,23,,1,prepare,,,
advanced,23,,2,transaction,,,
advanced,23,,3,sufficient,,,
advanced,23,,4,stable,,,
advanced,23,,5,concern,,,
advanced,23,,6,sympathy,,,
advanced,23,,7,principal,,,
advanced,23,,8,by-product,,,
advanced,23,,9,anxiety,,,
advanced,23,,10,edible,,,
advanced,23,,11,federal,,,
advanced,23,,12,suffer,,,
advanced,23,,13,casual,,,
advanced,23,,14,tablet,,,
advanced,23,,15,trade,,,
advanced,23,,16,liquid,,,
advanced,23,,17,characteristic,,,
advanced,23,,18,anticipate,,,
advanced,23,,19,outlook,,,
advanced,23,,20,desert,,,
advanced,23,,21,infinite,,,
